company_id,company_name,ticker,country,region,sector,industry,reporting_year,scope1_mt_co2e,scope2_location_mt_co2e,scope2_market_mt_co2e,scope3_total_mt_co2e,scope1_plus_scope2_location_mt,emissions_intensity_mt_per_musd,revenue_usd_millions,reporting_standard,data_source,third_party_verified,net_zero_target_year,notes,data_collection_date
GHG0350,Starbucks,SBUX,United States,North America,Consumer Discretionary,Restaurants,2022,0.9,0.3,,,1.2,3.70E-05,32250,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0351,Tesla,TSLA,United States,North America,Consumer Discretionary,Automotive,2022,0.1,0.4,0.1,3,0.5,6.00E-06,81462,GHG Protocol,ImpactReport_2022,TRUE,,,2024-01-01 to 2025-12-31
GHG0352,Cargill,—,United States,North America,Consumer Staples,Agricultural Trading,2022,8.4,2.1,,,10.5,6.40E-05,165000,GHG Protocol,SustainabilityReport_2023,FALSE,2050,Privately held,2024-01-01 to 2025-12-31
GHG0353,Walmart,WMT,United States,North America,Consumer Staples,Retail,2022,5.8,8.3,5.1,231,14.1,2.50E-05,572754,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2040,Large Scope 3 from supply chain,2024-01-01 to 2025-12-31
GHG0354,Archer-Daniels-Midland,ADM,United States,North America,Consumer Staples,Agricultural Processing,2022,3.8,1.2,,,5,4.90E-05,101556,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0355,Tyson Foods,TSN,United States,North America,Consumer Staples,Food,2022,3.7,1.6,,50,5.3,9.90E-05,53282,GHG Protocol,SustainabilityReport_2023,TRUE,2050,High Scope 3 from livestock,2024-01-01 to 2025-12-31
GHG0356,Bunge Global,BG,United States,North America,Consumer Staples,Agricultural Processing,2022,3.1,0.9,,,4,5.90E-05,67234,GHG Protocol,SustainabilityReport_2023,FALSE,2050,,2024-01-01 to 2025-12-31
GHG0357,PepsiCo,PEP,United States,North America,Consumer Staples,Beverages,2022,2.4,1.2,0.9,64,3.6,4.20E-05,86392,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2040,,2024-01-01 to 2025-12-31
GHG0358,Target,TGT,United States,North America,Consumer Staples,Retail,2022,2.4,2.8,,,5.2,4.80E-05,109120,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2040,,2024-01-01 to 2025-12-31
GHG0359,Coca-Cola,KO,United States,North America,Consumer Staples,Beverages,2022,2.3,0.9,0.5,,3.2,7.40E-05,43004,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2040,,2024-01-01 to 2025-12-31
GHG0360,Costco,COST,United States,North America,Consumer Staples,Retail,2022,1.9,2.1,,,4,1.80E-05,222730,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0361,Procter & Gamble,PG,United States,North America,Consumer Staples,Household Products,2022,1.1,1.4,0.8,,2.5,3.10E-05,80187,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2040,,2024-01-01 to 2025-12-31
GHG0362,Mondelez,MDLZ,United States,North America,Consumer Staples,Food,2022,0.9,0.4,,,1.3,4.10E-05,31496,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0363,Scotts Miracle-Gro,SMG,United States,North America,Consumer Staples,Horticulture,2022,0.3,0.2,,,0.5,0.000121,4135,GHG Protocol,SustainabilityReport_2023,FALSE,,,2024-01-01 to 2025-12-31
GHG0364,ExxonMobil,XOM,United States,North America,Energy,Integrated Oil & Gas,2022,104.1,3.6,,630,107.7,0.00027,398674,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,Scope 1+2; Scope 3 includes use of sold products,2024-01-01 to 2025-12-31
GHG0365,Chevron,CVX,United States,North America,Energy,Integrated Oil & Gas,2022,50.4,2.1,,256,52.5,0.000223,235717,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0366,ConocoPhillips,COP,United States,North America,Energy,E&P,2022,19.5,0.9,,98,20.4,0.00026,78494,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0367,Valero Energy,VLO,United States,North America,Energy,Refining,2022,17.8,2.1,,45,19.9,0.000113,176383,GHG Protocol,SustainabilityReport_2023,TRUE,2025,,2024-01-01 to 2025-12-31
GHG0368,Cheniere Energy,LNG,United States,North America,Energy,LNG,2022,14.8,0.5,,,15.3,0.000458,33428,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,Large LNG exporter — high Scope 1,2024-01-01 to 2025-12-31
GHG0369,Marathon Petroleum,MPC,United States,North America,Energy,Refining,2022,13.6,1.5,,,15.1,8.40E-05,179961,GHG Protocol,SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0370,Occidental Petroleum,OXY,United States,North America,Energy,E&P,2022,13.2,1.4,,,14.6,0.000393,37108,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0371,Phillips 66,PSX,United States,North America,Energy,Refining,2022,11.9,1.8,,,13.7,7.80E-05,175702,GHG Protocol,SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0372,Kinder Morgan,KMI,United States,North America,Energy,Midstream,2022,9.4,0.4,,,9.8,0.00051,19230,GHG Protocol,SustainabilityReport_2023,FALSE,2050,,2024-01-01 to 2025-12-31
GHG0373,Enterprise Products Partners,EPD,United States,North America,Energy,Midstream,2022,8.7,0.6,,,9.3,0.000159,58475,GHG Protocol,SustainabilityReport_2023,FALSE,,,2024-01-01 to 2025-12-31
GHG0374,Williams Companies,WMB,United States,North America,Energy,Midstream,2022,8.2,0.5,,,8.7,0.000794,10959,GHG Protocol,SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0375,EOG Resources,EOG,United States,North America,Energy,E&P,2022,5.9,0.4,,,6.3,0.000271,23272,GHG Protocol,SustainabilityReport_2023,TRUE,,,2024-01-01 to 2025-12-31
GHG0376,Pioneer Natural Resources,PXD,United States,North America,Energy,E&P,2022,5.5,0.3,,,5.8,0.00025,23196,GHG Protocol,SustainabilityReport_2023,TRUE,,Acquired by ExxonMobil 2024,2024-01-01 to 2025-12-31
GHG0377,Devon Energy,DVN,United States,North America,Energy,E&P,2022,5.1,0.3,,,5.4,0.000361,14948,GHG Protocol,SustainabilityReport_2023,FALSE,,,2024-01-01 to 2025-12-31
GHG0378,Halliburton,HAL,United States,North America,Energy,Oilfield Services,2022,5.1,0.7,,,5.8,0.000286,20301,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2035,,2024-01-01 to 2025-12-31
GHG0379,Coterra Energy,CTRA,United States,North America,Energy,E&P,2022,4.8,0.3,,,5.1,0.000652,7819,GHG Protocol,SustainabilityReport_2023,FALSE,,,2024-01-01 to 2025-12-31
GHG0380,Schlumberger (SLB),SLB,United States,North America,Energy,Oilfield Services,2022,4.4,0.8,,,5.2,0.000185,28091,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0381,Baker Hughes,BKR,United States,North America,Energy,Oilfield Services,2022,3.8,0.6,,,4.4,0.000209,21078,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0382,APA Corporation,APA,United States,North America,Energy,E&P,2022,3.4,0.2,,,3.6,0.000672,5361,GHG Protocol,SustainabilityReport_2023,FALSE,,,2024-01-01 to 2025-12-31
GHG0383,Marathon Oil,MRO,United States,North America,Energy,E&P,2022,3.1,0.2,,,3.3,0.00046,7171,GHG Protocol,SustainabilityReport_2023,FALSE,,,2024-01-01 to 2025-12-31
GHG0384,JP Morgan Chase,JPM,United States,North America,Financials,Banking,2022,0.28,0.16,0.12,,0.44,3.00E-06,128695,GHG Protocol,CDP_2023/ESGReport_2023,TRUE,2050,Financed emissions much higher,2024-01-01 to 2025-12-31
GHG0385,Bank of America,BAC,United States,North America,Financials,Banking,2022,0.23,0.14,0.1,,0.37,4.00E-06,95072,GHG Protocol,CDP_2023/ESGReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0386,Citigroup,C,United States,North America,Financials,Banking,2022,0.21,0.12,,,0.33,4.00E-06,75289,GHG Protocol,CDP_2023/ESGReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0387,Blackrock,BLK,United States,North America,Financials,Asset Management,2022,0.06,0.04,,,0.1,6.00E-06,17873,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,Operational; financed emissions excluded from this dataset,2024-01-01 to 2025-12-31
GHG0388,Johnson & Johnson,JNJ,United States,North America,Health Care,Pharmaceuticals,2022,1.4,0.8,0.6,,2.2,2.30E-05,93775,GHG Protocol,CDP_2023/ESGPerformance_2023,TRUE,2045,,2024-01-01 to 2025-12-31
GHG0389,Pfizer,PFE,United States,North America,Health Care,Pharmaceuticals,2022,1.2,0.7,0.5,,1.9,1.90E-05,100330,GHG Protocol,CDP_2023/ESGReport_2023,TRUE,2040,,2024-01-01 to 2025-12-31
GHG0390,Merck,MRK,United States,North America,Health Care,Pharmaceuticals,2022,1,0.6,0.5,,1.6,2.70E-05,59283,GHG Protocol,CDP_2023/ESGReport_2023,TRUE,2025,,2024-01-01 to 2025-12-31
GHG0391,AbbVie,ABBV,United States,North America,Health Care,Pharmaceuticals,2022,0.8,0.5,,,1.3,2.20E-05,58054,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2035,,2024-01-01 to 2025-12-31
GHG0392,Thermo Fisher Scientific,TMO,United States,North America,Health Care,Life Sciences,2022,0.8,0.5,,,1.3,2.90E-05,44915,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0393,Bristol-Myers Squibb,BMY,United States,North America,Health Care,Pharmaceuticals,2022,0.7,0.4,,,1.1,2.40E-05,46159,GHG Protocol,CDP_2023/ESGReport_2023,TRUE,2040,,2024-01-01 to 2025-12-31
GHG0394,Abbott Laboratories,ABT,United States,North America,Health Care,Medical Devices,2022,0.6,0.4,0.3,,1,2.30E-05,43653,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0395,UnitedHealth Group,UNH,United States,North America,Health Care,Managed Care,2022,0.5,0.3,,,0.8,2.00E-06,324162,GHG Protocol,CDP_2023/ESGReport_2023,TRUE,2035,,2024-01-01 to 2025-12-31
GHG0396,Amgen,AMGN,United States,North America,Health Care,Biotechnology,2022,0.5,0.3,,,0.8,3.00E-05,26323,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2027,,2024-01-01 to 2025-12-31
GHG0397,Danaher,DHR,United States,North America,Health Care,Life Sciences,2022,0.4,0.3,,,0.7,2.20E-05,31471,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0398,Gilead Sciences,GILD,United States,North America,Health Care,Biotechnology,2022,0.3,0.2,,,0.5,1.80E-05,27282,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0399,Biogen,BIIB,United States,North America,Health Care,Biotechnology,2022,0.1,0.1,,,0.2,2.00E-05,10173,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0400,Waste Management,WM,United States,North America,Industrials,Waste Management,2022,22.1,0.4,,,22.5,0.001142,19698,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2038,High Scope 1 from landfill methane,2024-01-01 to 2025-12-31
GHG0401,Republic Services,RSG,United States,North America,Industrials,Waste Management,2022,14.8,0.3,,,15.1,0.001117,13519,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0402,3M,MMM,United States,North America,Industrials,Diversified Manufacturing,2022,2.1,0.9,0.6,,3,8.80E-05,34229,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0403,Cummins,CMI,United States,North America,Industrials,Engines & Components,2022,1.9,0.7,,,2.6,0.000131,19808,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0404,Caterpillar,CAT,United States,North America,Industrials,Heavy Machinery,2022,1.8,0.7,,,2.5,4.20E-05,59427,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0405,Boeing,BA,United States,North America,Industrials,Aerospace & Defense,2022,1.6,0.7,,,2.3,3.50E-05,66608,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0406,Honeywell,HON,United States,North America,Industrials,Aerospace & Defense,2022,1.5,0.6,0.5,,2.1,5.90E-05,35466,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2035,,2024-01-01 to 2025-12-31
GHG0407,General Electric,GE,United States,North America,Industrials,Diversified Industrial,2022,1.4,0.7,,,2.1,2.70E-05,76555,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0408,Raytheon Technologies (RTX),RTX,United States,North America,Industrials,Aerospace & Defense,2022,1.3,0.6,,,1.9,2.80E-05,67074,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2035,,2024-01-01 to 2025-12-31
GHG0409,Lockheed Martin,LMT,United States,North America,Industrials,Aerospace & Defense,2022,1.1,0.5,,,1.6,2.40E-05,65984,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2035,,2024-01-01 to 2025-12-31
GHG0410,Emerson Electric,EMR,United States,North America,Industrials,Automation,2022,0.9,0.5,,,1.4,8.80E-05,15872,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2045,,2024-01-01 to 2025-12-31
GHG0411,Northrop Grumman,NOC,United States,North America,Industrials,Aerospace & Defense,2022,0.9,0.5,,,1.4,3.80E-05,36601,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2035,,2024-01-01 to 2025-12-31
GHG0412,Deere & Co,DE,United States,North America,Industrials,Heavy Machinery,2022,0.8,0.4,,,1.2,2.30E-05,52577,GHG Protocol,SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0413,Parker Hannifin,PH,United States,North America,Industrials,Automation,2022,0.7,0.4,,,1.1,5.80E-05,19027,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0414,Illinois Tool Works,ITW,United States,North America,Industrials,Diversified Manufacturing,2022,0.7,0.4,,,1.1,6.90E-05,15891,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0415,Eaton,ETN,United States,North America,Industrials,Electrical Equipment,2022,0.5,0.3,,,0.8,4.10E-05,19633,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0416,Intel,INTC,United States,North America,Information Technology,Semiconductors,2022,0.61,1.9,0.9,,2.51,4.00E-05,63054,GHG Protocol,CDP_2023/CSRReport_2023,TRUE,2040,,2024-01-01 to 2025-12-31
GHG0417,Alphabet (Google),GOOGL,United States,North America,Information Technology,Internet,2022,0.55,1.5,0.6,,2.05,7.00E-06,282836,GHG Protocol,CDP_2023/EnvironmentalReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0418,Apple,AAPL,United States,North America,Information Technology,Consumer Electronics,2022,0.28,0.03,0.02,22.5,0.31,1.00E-06,394328,GHG Protocol,CDP_2023/EnvironmentalProgress_2023,TRUE,2030,Scope 3 = 22.5 Mt; Scope 1+2 very low,2024-01-01 to 2025-12-31
GHG0419,IBM,IBM,United States,North America,Information Technology,IT Services,2022,0.25,0.18,,,0.43,7.00E-06,60530,GHG Protocol,CDP_2023/EnvironmentalReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0420,HP Inc,HPQ,United States,North America,Information Technology,PCs & Printers,2022,0.18,0.12,,,0.3,5.00E-06,62983,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2040,,2024-01-01 to 2025-12-31
GHG0421,Meta Platforms,META,United States,North America,Information Technology,Internet,2022,0.16,0.05,0.04,,0.21,2.00E-06,116609,GHG Protocol,SustainabilityReport_2023,TRUE,2030,Net zero Scope 1+2 since 2020,2024-01-01 to 2025-12-31
GHG0422,Microsoft,MSFT,United States,North America,Information Technology,Software,2023,0.14,0.11,0.07,15,0.25,1.00E-06,211915,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,Carbon negative commitment by 2030,2024-01-01 to 2025-12-31
GHG0423,Nvidia,NVDA,United States,North America,Information Technology,Semiconductors,2023,0.08,0.12,0.05,,0.2,4.00E-06,44870,GHG Protocol,CDP_2023/CorporateResp_2023,TRUE,2025,Very low direct emissions,2024-01-01 to 2025-12-31
GHG0424,Salesforce,CRM,United States,North America,Information Technology,Software,2022,0.05,0.08,0.04,,0.13,5.00E-06,26492,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,Net zero emissions already,2024-01-01 to 2025-12-31
GHG0425,Nucor,NUE,United States,North America,Materials,Steel,2022,24.8,4.2,,,29,0.000795,36483,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,EAF-based; lower emissions than BF-BOF,2024-01-01 to 2025-12-31
GHG0426,Cleveland-Cliffs,CLF,United States,North America,Materials,Steel,2022,16.8,2.8,,,19.6,0.000852,23005,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0427,LyondellBasell,LYB,United States,North America,Materials,Chemicals,2022,12.7,3.5,,,16.2,0.000321,50464,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0428,Linde plc,LIN,United States,North America,Materials,Industrial Gases,2022,12.4,6.8,5.1,,19.2,0.000575,33364,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0429,Dow Inc,DOW,United States,North America,Materials,Chemicals,2022,11.3,4.1,,85,15.4,0.000271,56902,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0430,United States Steel,X,United States,North America,Materials,Steel,2022,10.6,2.1,,,12.7,0.000602,21090,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0431,Air Products,APD,United States,North America,Materials,Industrial Gases,2022,9.1,4.2,,,13.3,0.001047,12704,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0432,CF Industries,CF,United States,North America,Materials,Fertilizers,2022,8.9,0.6,,,9.5,0.001231,7715,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,Ammonia / fertilizer — high Scope 1,2024-01-01 to 2025-12-31
GHG0433,Alcoa,AA,United States,North America,Materials,Aluminium,2022,8.1,7.8,6.4,,15.9,0.001277,12451,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0434,Steel Dynamics,STLD,United States,North America,Materials,Steel,2022,6.4,1.2,,,7.6,0.000413,18398,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,EAF-based,2024-01-01 to 2025-12-31
GHG0435,International Paper,IP,United States,North America,Materials,Paper,2022,5.8,2.4,,,8.2,0.000388,21158,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0436,Freeport-McMoRan,FCX,United States,North America,Materials,Mining,2022,4.9,3.8,,,8.7,0.000381,22855,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,Copper mining,2024-01-01 to 2025-12-31
GHG0437,Martin Marietta,MLM,United States,North America,Materials,Aggregates,2022,4.8,0.8,,,5.6,0.000922,6074,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0438,Commercial Metals Company,CMC,United States,North America,Materials,Steel,2022,4.2,0.8,,,5,0.000709,7051,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,EAF — lowest-carbon US steel,2024-01-01 to 2025-12-31
GHG0439,Vulcan Materials,VMC,United States,North America,Materials,Aggregates,2022,4.1,0.7,,,4.8,0.000678,7079,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0440,Mosaic Company,MOS,United States,North America,Materials,Fertilizers,2022,3.9,1.7,,,5.6,0.000285,19640,GHG Protocol,SustainabilityReport_2023,FALSE,,,2024-01-01 to 2025-12-31
GHG0441,Nucor Steel Gallatin,—,United States,North America,Materials,Steel,2022,3.8,0.6,,,4.4,,,GHG Protocol,EPA_GHGRP_2023,TRUE,,GHGRP facility-level data,2024-01-01 to 2025-12-31
GHG0442,Summit Materials,SUM,United States,North America,Materials,Building Materials,2022,3.7,0.5,,,4.2,0.001218,3449,GHG Protocol,CDP_2023/SustainabilityReport_2023,FALSE,2050,,2024-01-01 to 2025-12-31
GHG0443,Arconic,—,United States,North America,Materials,Aluminium,2022,3.4,2.1,,,5.5,0.000949,5798,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0444,Olin Corporation,OLN,United States,North America,Materials,Chemicals,2022,3.4,1.4,,,4.8,0.000537,8936,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2040,Chlor-alkali — high Scope 1,2024-01-01 to 2025-12-31
GHG0445,Eagle Materials,EXP,United States,North America,Materials,Cement,2022,3.4,0.4,,,3.8,0.001811,2098,GHG Protocol,SustainabilityReport_2023,FALSE,,,2024-01-01 to 2025-12-31
GHG0446,Packaging Corp of America,PKG,United States,North America,Materials,Paper & Packaging,2022,3.4,1.2,,,4.6,0.000543,8466,GHG Protocol,SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0447,Newmont,NEM,United States,North America,Materials,Mining,2022,3.2,1.1,,,4.3,0.000361,11915,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,Gold mining,2024-01-01 to 2025-12-31
GHG0448,Eastman Chemical,EMN,United States,North America,Materials,Chemicals,2022,2.9,1.2,,,4.1,0.000388,10576,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0449,Huntsman Corporation,HUN,United States,North America,Materials,Chemicals,2022,2.8,1.1,,,3.9,0.000488,8000,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0450,Celanese,CE,United States,North America,Materials,Chemicals,2022,2.3,0.9,,,3.2,0.000331,9664,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0451,Tronox,TROX,United States,North America,Materials,Titanium Dioxide,2022,2.1,0.9,,,3,0.000909,3302,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0452,Sonoco Products,SON,United States,North America,Materials,Packaging,2022,2.1,0.9,,,3,0.000446,6724,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0453,Tronox Holdings,TROX,United States,North America,Materials,Chemicals,2022,2.1,0.9,,,3,0.000909,3302,GHG Protocol,SustainabilityReport_2023,FALSE,,,2024-01-01 to 2025-12-31
GHG0454,United States Gypsum,USG,United States,North America,Materials,Building Products,2022,1.4,0.5,,,1.9,,,GHG Protocol,SustainabilityReport_2023,FALSE,,Subsidiary of Knauf,2024-01-01 to 2025-12-31
GHG0455,Berry Global,BERY,United States,North America,Materials,Packaging,2022,1.4,0.7,,,2.1,0.000145,14492,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0456,Weyerhaeuser,WY,United States,North America,Materials,Timber,2022,1.2,0.4,,,1.6,0.000156,10228,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,Net forest carbon sink,2024-01-01 to 2025-12-31
GHG0457,US Silica,SLCA,United States,North America,Materials,Mining,2022,1.2,0.4,,,1.6,0.001126,1421,GHG Protocol,SustainabilityReport_2023,FALSE,,,2024-01-01 to 2025-12-31
GHG0458,Corteva Agriscience,CTVA,United States,North America,Materials,Agrochemicals,2022,1.1,0.5,,,1.6,9.20E-05,17455,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0459,Sealed Air,SEE,United States,North America,Materials,Packaging,2022,1.1,0.6,,,1.7,0.000301,5648,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2040,,2024-01-01 to 2025-12-31
GHG0460,PPG Industries,PPG,United States,North America,Materials,Paints & Coatings,2022,0.9,0.5,,,1.4,7.90E-05,17700,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0461,Cabot Corporation,CBT,United States,North America,Materials,Specialty Chemicals,2022,0.8,0.4,,,1.2,0.000326,3680,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0462,Albemarle,ALB,United States,North America,Materials,Specialty Chemicals,2022,0.6,0.3,,,0.9,0.000123,7321,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,Lithium mining for batteries,2024-01-01 to 2025-12-31
GHG0463,Ferro Corporation,—,United States,North America,Materials,Specialty Materials,2022,0.6,0.3,,,0.9,,,GHG Protocol,SustainabilityReport_2023,FALSE,,,2024-01-01 to 2025-12-31
GHG0464,RPM International,RPM,United States,North America,Materials,Coatings,2022,0.5,0.3,,,0.8,0.000115,6929,GHG Protocol,SustainabilityReport_2023,FALSE,2050,,2024-01-01 to 2025-12-31
GHG0465,Ashland,ASH,United States,North America,Materials,Specialty Chemicals,2022,0.4,0.2,,,0.6,0.00025,2401,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0466,FMC Corporation,FMC,United States,North America,Materials,Agrochemicals,2022,0.3,0.2,,,0.5,8.70E-05,5757,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2035,,2024-01-01 to 2025-12-31
GHG0467,CBRE Group,CBRE,United States,North America,Real Estate,Real Estate Services,2022,0.4,0.8,,,1.2,3.90E-05,30765,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2040,,2024-01-01 to 2025-12-31
GHG0468,Simon Property Group,SPG,United States,North America,Real Estate,Retail REIT,2022,0.2,0.6,,,0.8,0.000157,5102,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0469,Prologis,PLD,United States,North America,Real Estate,Industrial REIT,2022,0.1,0.5,,,0.6,0.0001,5973,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2030,,2024-01-01 to 2025-12-31
GHG0470,American Airlines,AAL,United States,North America,Transportation,Airlines,2022,24.9,0.1,0.1,,25,0.000474,52788,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
GHG0471,Delta Air Lines,DAL,United States,North America,Transportation,Airlines,2022,23,0.1,0.1,,23.1,0.000457,50582,GHG Protocol,CDP_2023/SustainabilityReport_2023,TRUE,2050,,2024-01-01 to 2025-12-31
